age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previously_contacted
55,Retired,Divorced,Primary,No,1420.0,No,No,Unknown,23,Jun,655,4.0,-1,0,No,0
47,Management,Married,Tertiary,No,2716.0,No,No,Unknown,23,Jun,339,4.0,-1,0,No,0
43,Management,Married,Tertiary,No,149.0,Yes,No,Unknown,23,Jun,662,2.0,-1,0,Yes,0
46,Services,Married,Secondary,No,1400.0,No,No,Unknown,23,Jun,25,2.0,-1,0,No,0
48,Management,Single,Tertiary,No,940.0,No,No,Unknown,23,Jun,216,3.0,-1,0,No,0
40,Management,Married,Tertiary,Yes,-1036.0,Yes,Yes,Unknown,23,Jun,41,2.0,-1,0,No,0
34,Technician,Married,Secondary,No,1.0,Yes,No,Unknown,24,Jun,165,5.0,-1,0,No,0
42,Self-employed,Divorced,Tertiary,No,360.0,Yes,No,Unknown,24,Jun,110,5.0,-1,0,No,0
33,Blue-collar,Single,Tertiary,No,350.0,Yes,No,Unknown,24,Jun,137,5.0,-1,0,No,0
36,Management,Divorced,Tertiary,Yes,20.0,No,Yes,Unknown,24,Jun,62,5.0,-1,0,No,0
55,Management,Married,Tertiary,No,3462.0,No,No,Unknown,24,Jun,56,3.0,-1,0,No,0
42,Housemaid,Married,Secondary,No,341.0,No,No,Unknown,24,Jun,790,3.0,-1,0,No,0
36,Blue-collar,Married,Secondary,No,56.0,No,No,Unknown,24,Jun,481,6.0,-1,0,No,0
60,Management,Married,Secondary,No,1046.0,Yes,No,Unknown,24,Jun,32,3.0,-1,0,No,0
44,Management,Married,Primary,No,107.0,No,No,Unknown,24,Jun,183,3.0,-1,0,No,0
48,Blue-collar,Single,Secondary,No,2288.0,No,No,Unknown,24,Jun,114,4.0,-1,0,No,0
50,Admin.,Single,Secondary,No,1318.0,No,Yes,Unknown,24,Jun,146,3.0,-1,0,No,0
42,Housemaid,Married,Primary,No,1343.0,Yes,No,Unknown,24,Jun,404,3.0,-1,0,No,0
25,Blue-collar,Single,Primary,No,52.0,Yes,No,Unknown,24,Jun,528,2.0,-1,0,Yes,0
31,Technician,Married,Tertiary,No,1197.0,Yes,No,Unknown,24,Jun,351,3.0,-1,0,No,0
53,Housemaid,Married,Primary,No,0.0,No,No,Unknown,24,Jun,51,6.0,-1,0,No,0
53,Blue-collar,Married,Secondary,No,3462.0,No,No,Unknown,24,Jun,237,3.0,-1,0,No,0
35,Admin.,Married,Secondary,No,3462.0,Yes,No,Unknown,24,Jun,103,6.0,-1,0,No,0
53,Blue-collar,Married,Secondary,No,3462.0,No,No,Unknown,24,Jun,146,4.0,-1,0,No,0
25,Entrepreneur,Single,Tertiary,No,0.0,No,No,Unknown,25,Jun,347,1.0,-1,0,No,0
29,Blue-collar,Married,Secondary,No,214.0,Yes,Yes,Unknown,25,Jun,372,5.0,-1,0,No,0
57,Technician,Single,Tertiary,No,711.0,No,No,Unknown,25,Jun,411,1.0,-1,0,No,0
49,Housemaid,Married,Primary,No,57.0,No,Yes,Unknown,25,Jun,151,1.0,-1,0,No,0
59,Technician,Married,Tertiary,No,-91.0,No,No,Unknown,25,Jun,157,1.0,-1,0,No,0
50,Blue-collar,Married,Secondary,No,-253.0,No,No,Unknown,25,Jun,43,1.0,-1,0,No,0
46,Services,Married,Secondary,No,25.0,No,Yes,Unknown,25,Jun,167,2.0,-1,0,No,0
50,Management,Married,Tertiary,No,-94.0,No,Yes,Unknown,25,Jun,75,1.0,-1,0,No,0
58,Blue-collar,Married,Secondary,No,2592.0,Yes,No,Unknown,25,Jun,249,1.0,-1,0,No,0
34,Technician,Married,Secondary,No,1.0,No,Yes,Unknown,25,Jun,53,1.0,-1,0,No,0
47,Retired,Married,Primary,No,-468.0,No,Yes,Unknown,25,Jun,268,1.0,-1,0,No,0
57,Retired,Married,Primary,No,37.0,No,No,Unknown,25,Jun,259,2.0,-1,0,No,0
51,Services,Married,Secondary,No,-1136.0,No,Yes,Unknown,25,Jun,155,1.0,-1,0,No,0
34,Admin.,Single,Secondary,No,1.0,No,No,Unknown,25,Jun,247,1.0,-1,0,No,0
47,Technician,Married,Secondary,No,80.0,No,Yes,Unknown,25,Jun,100,1.0,-1,0,No,0
42,Self-employed,Married,Tertiary,No,-266.0,No,Yes,Unknown,25,Jun,322,1.0,-1,0,No,0
39,Services,Divorced,Secondary,No,0.0,Yes,Yes,Unknown,25,Jun,93,2.0,-1,0,No,0
47,Services,Married,Secondary,No,-835.0,Yes,Yes,Unknown,25,Jun,231,1.0,-1,0,No,0
46,Technician,Divorced,Secondary,No,129.0,No,No,Unknown,25,Jun,75,2.0,-1,0,No,0
58,Blue-collar,Divorced,Secondary,No,314.0,No,No,Unknown,25,Jun,67,2.0,-1,0,No,0
42,Technician,Single,Secondary,No,-15.0,No,No,Unknown,25,Jun,71,1.0,-1,0,No,0
56,Housemaid,Married,Secondary,No,594.0,Yes,Yes,Unknown,25,Jun,151,1.0,-1,0,No,0
40,Blue-collar,Divorced,Secondary,No,0.0,No,Yes,Unknown,25,Jun,91,2.0,-1,0,No,0
31,Unemployed,Married,Secondary,No,3242.0,No,No,Unknown,25,Jun,292,2.0,-1,0,No,0
29,Blue-collar,Divorced,Secondary,No,0.0,Yes,No,Unknown,25,Jun,281,3.0,-1,0,No,0
42,Management,Single,Tertiary,No,433.0,Yes,No,Unknown,25,Jun,375,2.0,-1,0,No,0
43,Blue-collar,Married,Primary,No,720.0,No,No,Unknown,25,Jun,168,6.0,-1,0,No,0
38,Services,Married,Secondary,No,-140.0,No,No,Unknown,25,Jun,456,3.0,-1,0,No,0
45,Admin.,Married,Secondary,No,400.0,Yes,Yes,Unknown,25,Jun,103,5.0,-1,0,No,0
41,Blue-collar,Married,Primary,No,381.0,No,No,Unknown,25,Jun,305,4.0,-1,0,No,0
29,Management,Single,Tertiary,No,42.0,Yes,No,Unknown,26,Jun,91,4.0,-1,0,No,0
47,Blue-collar,Divorced,Secondary,Yes,0.0,No,Yes,Unknown,26,Jun,622,3.0,-1,0,No,0
37,Self-employed,Single,Tertiary,No,3462.0,No,No,Unknown,26,Jun,650,2.0,-1,0,No,0
40,Technician,Married,Secondary,No,0.0,No,Yes,Unknown,26,Jun,178,2.0,-1,0,No,0
34,Unemployed,Married,Secondary,No,0.0,No,Yes,Unknown,26,Jun,465,2.0,-1,0,No,0
50,Admin.,Married,Secondary,No,0.0,Yes,Yes,Unknown,26,Jun,626,2.0,-1,0,No,0
36,Blue-collar,Married,Secondary,No,74.0,Yes,No,Unknown,26,Jun,322,2.0,-1,0,No,0
32,Admin.,Married,Secondary,No,159.0,No,Yes,Unknown,26,Jun,177,1.0,-1,0,No,0
27,Blue-collar,Married,Tertiary,No,335.0,Yes,No,Unknown,26,Jun,519,3.0,-1,0,Yes,0
32,Admin.,Single,Tertiary,No,328.0,Yes,Yes,Unknown,26,Jun,271,1.0,-1,0,No,0
60,Retired,Divorced,Tertiary,No,1349.0,No,Yes,Unknown,26,Jun,198,2.0,-1,0,No,0
30,Technician,Married,Tertiary,No,526.0,Yes,Yes,Unknown,26,Jun,677,3.0,-1,0,Yes,0
52,Services,Married,Secondary,No,-1.0,No,Yes,Unknown,26,Jun,138,3.0,-1,0,No,0
57,Self-employed,Married,Secondary,No,35.0,No,Yes,Unknown,26,Jun,215,3.0,-1,0,No,0
48,Blue-collar,Married,Secondary,No,341.0,Yes,Yes,Unknown,26,Jun,251,3.0,-1,0,No,0
28,Blue-collar,Married,Primary,No,702.0,Yes,No,Unknown,26,Jun,318,2.0,-1,0,No,0
49,Technician,Divorced,Secondary,No,-53.0,Yes,Yes,Unknown,26,Jun,253,1.0,-1,0,No,0
43,Services,Divorced,Tertiary,No,2279.0,No,Yes,Unknown,26,Jun,344,1.0,-1,0,No,0
28,Management,Single,Tertiary,No,282.0,Yes,No,Unknown,26,Jun,301,4.0,-1,0,No,0
44,Technician,Married,Secondary,No,-153.0,No,Yes,Unknown,26,Jun,197,1.0,-1,0,No,0
36,Blue-collar,Married,Secondary,No,2103.0,No,Yes,Unknown,26,Jun,71,1.0,-1,0,No,0
42,Blue-collar,Married,Secondary,No,160.0,Yes,Yes,Unknown,26,Jun,190,1.0,-1,0,No,0
52,Admin.,Married,Secondary,No,192.0,No,Yes,Unknown,26,Jun,93,1.0,-1,0,No,0
30,Services,Single,Secondary,No,1881.0,No,Yes,Unknown,26,Jun,29,1.0,-1,0,No,0
54,Services,Single,Secondary,No,3462.0,No,No,Unknown,26,Jun,133,2.0,-1,0,No,0
46,Technician,Married,Tertiary,No,157.0,No,No,Unknown,26,Jun,150,1.0,-1,0,No,0
22,Blue-collar,Married,Secondary,No,-295.0,Yes,No,Unknown,26,Jun,150,2.0,-1,0,No,0
41,Admin.,Divorced,Secondary,No,303.0,No,No,Unknown,26,Jun,182,2.0,-1,0,No,0
36,Blue-collar,Single,Primary,No,367.0,No,No,Unknown,26,Jun,277,1.0,-1,0,No,0
28,Blue-collar,Married,Secondary,No,196.0,Yes,No,Unknown,26,Jun,176,6.0,-1,0,No,0
25,Admin.,Single,Secondary,No,681.0,Yes,No,Unknown,26,Jun,105,3.0,-1,0,No,0
51,Services,Married,Secondary,No,0.0,No,Yes,Unknown,26,Jun,565,3.0,-1,0,No,0
45,Blue-collar,Married,Primary,No,71.0,No,No,Unknown,26,Jun,138,2.0,-1,0,No,0
26,Technician,Single,Secondary,No,-266.0,No,Yes,Unknown,26,Jun,667,3.0,-1,0,No,0
55,Housemaid,Married,Primary,No,43.0,No,Yes,Unknown,26,Jun,464,3.0,-1,0,No,0
28,Admin.,Single,Secondary,No,-7.0,No,Yes,Unknown,26,Jun,3183,2.0,-1,0,Yes,0
32,Blue-collar,Single,Secondary,Yes,130.0,No,No,Unknown,26,Jun,406,2.0,-1,0,No,0
35,Management,Married,Tertiary,No,24.0,Yes,No,Unknown,26,Jun,243,2.0,-1,0,No,0
40,Blue-collar,Married,Secondary,No,72.0,Yes,No,Unknown,26,Jun,110,3.0,-1,0,No,0
55,Admin.,Married,Secondary,No,3462.0,Yes,No,Unknown,26,Jun,113,5.0,-1,0,No,0
55,Entrepreneur,Married,Tertiary,No,625.0,No,No,Unknown,26,Jun,48,4.0,-1,0,No,0
47,Self-employed,Married,Secondary,No,0.0,No,No,Unknown,26,Jun,174,6.0,-1,0,No,0
35,Self-employed,Single,Tertiary,No,3462.0,No,No,Unknown,26,Jun,529,4.0,-1,0,No,0
25,Blue-collar,Single,Primary,No,3462.0,Yes,No,Unknown,26,Jun,45,2.0,-1,0,No,0
34,Blue-collar,Married,Primary,No,3462.0,Yes,No,Unknown,26,Jun,75,5.0,-1,0,No,0
27,Blue-collar,Married,Primary,No,-413.0,No,Yes,Unknown,27,Jun,422,6.0,-1,0,Yes,0
32,Admin.,Married,Secondary,No,187.0,No,Yes,Unknown,27,Jun,381,3.0,-1,0,No,0
32,Admin.,Divorced,Secondary,No,-241.0,No,Yes,Unknown,27,Jun,856,2.0,-1,0,Yes,0
47,Services,Married,Secondary,No,1160.0,Yes,No,Unknown,27,Jun,59,4.0,-1,0,No,0
44,Services,Married,Secondary,No,-618.0,No,Yes,Unknown,27,Jun,198,2.0,-1,0,No,0
27,Technician,Married,Secondary,No,594.0,Yes,No,Unknown,27,Jun,433,4.0,-1,0,No,0
53,Services,Married,Primary,No,931.0,No,No,Unknown,27,Jun,159,2.0,-1,0,No,0
30,Services,Single,Secondary,No,1487.0,No,Yes,Unknown,27,Jun,207,3.0,-1,0,No,0
32,Blue-collar,Divorced,Secondary,No,291.0,Yes,Yes,Unknown,27,Jun,120,6.0,-1,0,No,0
29,Technician,Married,Tertiary,No,-722.0,No,Yes,Unknown,27,Jun,121,4.0,-1,0,No,0
57,Retired,Married,Secondary,No,-418.0,No,Yes,Unknown,27,Jun,95,1.0,-1,0,No,0
30,Blue-collar,Married,Primary,No,62.0,No,No,Unknown,27,Jun,213,1.0,-1,0,No,0
32,Housemaid,Married,Primary,No,7.0,No,Yes,Unknown,27,Jun,110,1.0,-1,0,No,0
53,Retired,Married,Primary,No,0.0,No,Yes,Unknown,27,Jun,747,1.0,-1,0,No,0
26,Blue-collar,Married,Secondary,No,1128.0,Yes,Yes,Unknown,27,Jun,111,3.0,-1,0,No,0
21,Blue-collar,Single,Secondary,No,820.0,Yes,No,Unknown,27,Jun,302,2.0,-1,0,No,0
43,Management,Married,Tertiary,No,544.0,Yes,No,Unknown,27,Jun,154,6.0,-1,0,No,0
57,Housemaid,Married,Primary,No,85.0,No,No,Unknown,27,Jun,194,1.0,-1,0,No,0
50,Management,Married,Tertiary,No,877.0,No,Yes,Unknown,27,Jun,181,1.0,-1,0,No,0
55,Retired,Married,Primary,No,2.0,No,No,Unknown,27,Jun,392,4.0,-1,0,No,0
58,Services,Married,Primary,No,65.0,No,No,Unknown,27,Jun,162,1.0,-1,0,No,0
25,Blue-collar,Single,Secondary,No,373.0,Yes,No,Unknown,27,Jun,634,2.0,-1,0,No,0
57,Blue-collar,Married,Primary,No,-238.0,No,No,Unknown,27,Jun,79,1.0,-1,0,No,0
30,Blue-collar,Married,Secondary,No,1131.0,Yes,Yes,Unknown,27,Jun,148,5.0,-1,0,No,0
39,Technician,Married,Secondary,No,0.0,No,Yes,Unknown,27,Jun,103,1.0,-1,0,No,0
55,Retired,Single,Primary,No,700.0,No,Yes,Unknown,27,Jun,141,1.0,-1,0,No,0
56,Management,Married,Tertiary,No,382.0,No,No,Unknown,27,Jun,244,2.0,-1,0,No,0
33,Blue-collar,Single,Primary,No,837.0,Yes,No,Unknown,27,Jun,250,6.0,-1,0,No,0
54,Technician,Divorced,Secondary,No,255.0,Yes,No,Unknown,27,Jun,140,2.0,-1,0,No,0
49,Technician,Married,Secondary,Yes,-1680.0,Yes,Yes,Unknown,27,Jun,92,4.0,-1,0,No,0
28,Services,Married,Secondary,No,4.0,Yes,No,Unknown,27,Jun,133,5.0,-1,0,No,0
46,Entrepreneur,Married,Secondary,No,4.0,Yes,Yes,Unknown,27,Jun,216,1.0,-1,0,No,0
51,Blue-collar,Married,Tertiary,No,84.0,No,Yes,Unknown,27,Jun,269,1.0,-1,0,No,0
42,Admin.,Divorced,Secondary,No,23.0,No,Yes,Unknown,27,Jun,397,1.0,-1,0,No,0
60,Retired,Divorced,Primary,No,95.0,No,Yes,Unknown,27,Jun,244,1.0,-1,0,No,0
31,Blue-collar,Married,Primary,No,-423.0,Yes,Yes,Unknown,27,Jun,135,2.0,-1,0,No,0
34,Technician,Married,Secondary,No,2019.0,Yes,Yes,Unknown,27,Jun,102,1.0,-1,0,No,0
29,Admin.,Single,Secondary,No,11.0,No,No,Unknown,27,Jun,326,1.0,-1,0,No,0
51,Services,Married,Secondary,No,144.0,No,Yes,Unknown,27,Jun,153,2.0,-1,0,No,0
60,Retired,Married,Secondary,No,78.0,No,Yes,Unknown,27,Jun,151,2.0,-1,0,No,0
60,Blue-collar,Married,Primary,No,109.0,No,No,Unknown,27,Jun,349,5.0,-1,0,No,0
56,Blue-collar,Married,Primary,No,0.0,No,No,Unknown,27,Jun,291,2.0,-1,0,No,0
52,Blue-collar,Single,Secondary,No,2430.0,Yes,Yes,Unknown,27,Jun,185,3.0,-1,0,No,0
41,Admin.,Divorced,Secondary,No,2970.0,No,Yes,Unknown,27,Jun,169,2.0,-1,0,No,0
24,Services,Single,Secondary,No,11.0,Yes,No,Unknown,27,Jun,114,4.0,-1,0,No,0
55,Blue-collar,Married,Primary,No,-79.0,No,Yes,Unknown,27,Jun,293,3.0,-1,0,No,0
34,Admin.,Single,Secondary,No,-478.0,Yes,Yes,Unknown,27,Jun,111,4.0,-1,0,No,0
36,Technician,Married,Secondary,No,283.0,Yes,Yes,Unknown,27,Jun,56,2.0,-1,0,No,0
34,Technician,Divorced,Secondary,No,89.0,Yes,No,Unknown,27,Jun,101,5.0,-1,0,No,0
24,Management,Single,Secondary,No,653.0,Yes,No,Unknown,27,Jun,247,3.0,-1,0,No,0
37,Management,Married,Tertiary,No,597.0,No,Yes,Unknown,30,Jun,96,3.0,-1,0,No,0
40,Technician,Married,Secondary,No,59.0,Yes,No,Unknown,30,Jun,322,3.0,-1,0,No,0
39,Services,Married,Primary,No,324.0,Yes,No,Unknown,30,Jun,182,4.0,-1,0,No,0
34,Entrepreneur,Married,Secondary,Yes,-868.0,Yes,No,Unknown,30,Jun,198,2.0,-1,0,No,0
52,Management,Married,Primary,No,798.0,Yes,No,Unknown,30,Jun,123,2.0,-1,0,No,0
56,Entrepreneur,Married,Tertiary,No,-65.0,Yes,No,Unknown,30,Jun,45,2.0,-1,0,No,0
27,Services,Married,Secondary,No,511.0,Yes,No,Unknown,30,Jun,85,5.0,-1,0,No,0
41,Blue-collar,Married,Primary,No,509.0,Yes,No,Unknown,30,Jun,146,3.0,-1,0,No,0
36,Management,Single,Tertiary,No,2239.0,Yes,Yes,Unknown,30,Jun,93,3.0,-1,0,No,0
49,Admin.,Divorced,Secondary,No,2169.0,Yes,No,Unknown,30,Jun,54,3.0,-1,0,No,0
26,Services,Single,Secondary,No,-72.0,Yes,No,Unknown,30,Jun,82,6.0,-1,0,No,0
42,Blue-collar,Divorced,Primary,No,145.0,No,Yes,Unknown,30,Jun,27,3.0,-1,0,No,0
51,Blue-collar,Married,Primary,No,-101.0,Yes,Yes,Unknown,30,Jun,60,3.0,-1,0,No,0
37,Technician,Divorced,Secondary,No,1309.0,No,Yes,Unknown,30,Jun,124,2.0,-1,0,No,0
49,Admin.,Married,Secondary,No,12.0,No,No,Unknown,30,Jun,217,2.0,-1,0,No,0
50,Blue-collar,Married,Secondary,No,3462.0,No,No,Unknown,30,Jun,165,4.0,-1,0,No,0
28,Self-employed,Single,Secondary,No,-395.0,Yes,No,Unknown,30,Jun,141,4.0,-1,0,No,0
35,Technician,Married,Tertiary,No,1526.0,Yes,No,Unknown,30,Jun,138,4.0,-1,0,No,0
47,Blue-collar,Married,Secondary,No,323.0,No,No,Unknown,30,Jun,385,1.0,-1,0,No,0
33,Services,Married,Secondary,No,740.0,No,Yes,Unknown,30,Jun,266,3.0,-1,0,No,0
45,Entrepreneur,Married,Secondary,Yes,624.0,No,Yes,Unknown,30,Jun,50,1.0,-1,0,No,0
38,Blue-collar,Single,Primary,No,116.0,No,Yes,Unknown,30,Jun,203,1.0,-1,0,No,0
34,Blue-collar,Married,Secondary,No,0.0,Yes,No,Unknown,30,Jun,780,3.0,-1,0,No,0
49,Blue-collar,Married,Primary,No,230.0,No,Yes,Unknown,30,Jun,176,1.0,-1,0,No,0
37,Self-employed,Married,Tertiary,No,0.0,No,Yes,Unknown,30,Jun,202,1.0,-1,0,No,0
45,Admin.,Single,Secondary,No,-342.0,No,Yes,Unknown,30,Jun,158,1.0,-1,0,No,0
44,Admin.,Married,Secondary,Yes,0.0,No,Yes,Unknown,30,Jun,76,3.0,-1,0,No,0
33,Blue-collar,Married,Primary,No,276.0,No,No,Unknown,30,Jun,224,2.0,-1,0,No,0
55,Management,Married,Tertiary,No,0.0,No,No,Unknown,30,Jun,111,2.0,-1,0,No,0
56,Technician,Married,Tertiary,No,3082.0,Yes,Yes,Unknown,30,Jun,444,3.0,-1,0,No,0
40,Admin.,Married,Secondary,No,220.0,Yes,No,Unknown,30,Jun,69,3.0,-1,0,No,0
27,Blue-collar,Single,Primary,No,1128.0,Yes,No,Unknown,30,Jun,88,4.0,-1,0,No,0
57,Retired,Married,Secondary,No,0.0,No,Yes,Unknown,30,Jun,104,2.0,-1,0,No,0
39,Technician,Married,Secondary,No,-54.0,Yes,Yes,Unknown,30,Jun,252,4.0,-1,0,No,0
49,Admin.,Married,Secondary,No,2062.0,No,No,Unknown,30,Jun,132,4.0,-1,0,No,0
34,Services,Single,Secondary,No,66.0,No,Yes,Unknown,30,Jun,450,2.0,-1,0,No,0
59,Retired,Married,Secondary,Yes,49.0,No,Yes,Unknown,1,Jul,602,4.0,-1,0,No,0
41,Services,Married,Secondary,No,138.0,Yes,No,Unknown,1,Jul,136,3.0,-1,0,No,0
30,Blue-collar,Married,Secondary,No,365.0,No,No,Unknown,1,Jul,381,4.0,-1,0,No,0
44,Admin.,Single,Tertiary,No,10.0,No,No,Unknown,1,Jul,158,2.0,-1,0,No,0
41,Blue-collar,Single,Secondary,No,75.0,Yes,No,Unknown,1,Jul,479,6.0,-1,0,Yes,0
31,Blue-collar,Married,Secondary,No,652.0,No,Yes,Unknown,1,Jul,281,3.0,-1,0,No,0
49,Technician,Married,Tertiary,No,503.0,No,No,Unknown,1,Jul,297,2.0,-1,0,No,0
35,Technician,Married,Secondary,No,251.0,Yes,Yes,Unknown,1,Jul,128,3.0,-1,0,No,0
39,Blue-collar,Married,Secondary,No,971.0,Yes,Yes,Unknown,1,Jul,471,3.0,-1,0,No,0
51,Admin.,Divorced,Secondary,No,-20.0,No,No,Unknown,1,Jul,58,1.0,-1,0,No,0
39,Services,Single,Secondary,No,-106.0,No,No,Unknown,1,Jul,60,4.0,-1,0,No,0
35,Services,Married,Secondary,No,871.0,Yes,No,Unknown,1,Jul,108,1.0,-1,0,No,0
54,Admin.,Married,Secondary,No,9.0,No,Yes,Unknown,1,Jul,140,1.0,-1,0,No,0
59,Technician,Married,Secondary,No,0.0,No,No,Unknown,1,Jul,249,1.0,-1,0,No,0
57,Housemaid,Married,Primary,No,53.0,No,No,Unknown,1,Jul,215,3.0,-1,0,No,0
39,Blue-collar,Divorced,Primary,No,3.0,No,Yes,Unknown,1,Jul,625,1.0,-1,0,No,0
29,Services,Single,Secondary,No,33.0,No,No,Unknown,1,Jul,161,1.0,-1,0,No,0
40,Housemaid,Married,Primary,No,84.0,No,Yes,Unknown,1,Jul,428,2.0,-1,0,No,0
43,Admin.,Single,Secondary,No,13.0,No,Yes,Unknown,1,Jul,119,1.0,-1,0,No,0
41,Blue-collar,Married,Primary,No,1.0,No,No,Unknown,1,Jul,117,1.0,-1,0,No,0
45,Technician,Married,Tertiary,No,-302.0,No,Yes,Unknown,1,Jul,80,1.0,-1,0,No,0
60,Retired,Married,Primary,No,0.0,No,No,Unknown,1,Jul,36,1.0,-1,0,No,0
31,Services,Married,Tertiary,Yes,-90.0,No,Yes,Unknown,1,Jul,173,1.0,-1,0,No,0
59,Technician,Married,Secondary,No,6.0,No,Yes,Unknown,1,Jul,292,1.0,-1,0,No,0
59,Technician,Married,Secondary,No,358.0,No,No,Unknown,1,Jul,183,2.0,-1,0,No,0
29,Services,Single,Secondary,No,1357.0,No,Yes,Unknown,1,Jul,200,1.0,-1,0,No,0
49,Housemaid,Married,Primary,No,935.0,No,Yes,Unknown,1,Jul,150,1.0,-1,0,No,0
47,Management,Married,Primary,Yes,145.0,No,Yes,Unknown,1,Jul,163,1.0,-1,0,No,0
32,Admin.,Married,Secondary,No,0.0,Yes,Yes,Unknown,1,Jul,122,1.0,-1,0,No,0
35,Blue-collar,Divorced,Primary,No,0.0,No,No,Unknown,1,Jul,55,1.0,-1,0,No,0
52,Technician,Divorced,Secondary,No,935.0,No,No,Unknown,1,Jul,86,1.0,-1,0,No,0
30,Management,Married,Tertiary,No,49.0,Yes,Yes,Unknown,1,Jul,359,1.0,-1,0,No,0
43,Admin.,Single,Secondary,No,91.0,No,Yes,Unknown,1,Jul,110,2.0,-1,0,No,0
45,Unemployed,Divorced,Primary,Yes,-249.0,Yes,Yes,Unknown,1,Jul,92,1.0,-1,0,No,0
28,Technician,Single,Tertiary,No,415.0,No,No,Unknown,1,Jul,86,1.0,-1,0,No,0
41,Entrepreneur,Single,Primary,No,3462.0,No,Yes,Unknown,1,Jul,125,3.0,-1,0,No,0
38,Management,Married,Tertiary,No,-585.0,Yes,No,Unknown,1,Jul,196,4.0,-1,0,No,0
31,Admin.,Single,Secondary,No,43.0,No,No,Unknown,1,Jul,484,1.0,-1,0,No,0
29,Self-employed,Single,Tertiary,No,392.0,No,Yes,Unknown,1,Jul,135,1.0,-1,0,No,0
29,Technician,Married,Tertiary,No,975.0,No,No,Unknown,1,Jul,56,1.0,-1,0,No,0
33,Admin.,Married,Tertiary,No,205.0,No,No,Unknown,1,Jul,156,2.0,-1,0,No,0
40,Services,Single,Secondary,No,-27.0,No,Yes,Unknown,1,Jul,221,1.0,-1,0,No,0
26,Technician,Divorced,Tertiary,No,-70.0,No,Yes,Unknown,1,Jul,1992,2.0,-1,0,No,0
41,Technician,Married,Secondary,No,-147.0,No,Yes,Unknown,1,Jul,130,1.0,-1,0,No,0
31,Management,Married,Tertiary,No,84.0,No,Yes,Unknown,1,Jul,143,1.0,-1,0,No,0
53,Technician,Divorced,Secondary,No,173.0,No,Yes,Unknown,1,Jul,157,1.0,-1,0,No,0
45,Technician,Single,Tertiary,No,2099.0,No,Yes,Unknown,1,Jul,333,1.0,-1,0,No,0
58,Services,Married,Primary,No,374.0,No,Yes,Unknown,1,Jul,420,2.0,-1,0,No,0
37,Technician,Single,Tertiary,No,0.0,No,No,Unknown,1,Jul,1135,2.0,-1,0,Yes,0
47,Technician,Divorced,Secondary,No,47.0,No,Yes,Unknown,1,Jul,224,2.0,-1,0,No,0
55,Retired,Married,Secondary,No,-180.0,No,Yes,Unknown,1,Jul,307,2.0,-1,0,No,0
44,Technician,Single,Secondary,No,27.0,No,No,Unknown,1,Jul,723,2.0,-1,0,No,0
27,Technician,Single,Secondary,No,158.0,No,No,Unknown,1,Jul,650,2.0,-1,0,Yes,0
31,Management,Single,Tertiary,No,394.0,No,Yes,Unknown,2,Jul,660,3.0,-1,0,No,0
22,Student,Single,Secondary,No,280.0,Yes,No,Unknown,2,Jul,63,4.0,-1,0,No,0
30,Admin.,Married,Tertiary,No,1717.0,No,Yes,Unknown,2,Jul,218,2.0,-1,0,No,0
51,Blue-collar,Divorced,Primary,No,-28.0,No,Yes,Unknown,2,Jul,220,2.0,-1,0,No,0
35,Admin.,Married,Secondary,No,907.0,No,Yes,Unknown,2,Jul,97,4.0,-1,0,No,0
29,Technician,Single,Tertiary,No,101.0,No,No,Unknown,2,Jul,143,4.0,-1,0,No,0
31,Admin.,Divorced,Secondary,No,824.0,Yes,No,Unknown,2,Jul,32,3.0,-1,0,No,0
35,Self-employed,Married,Secondary,No,28.0,No,Yes,Unknown,2,Jul,159,3.0,-1,0,No,0
48,Technician,Married,Secondary,No,0.0,Yes,Yes,Unknown,2,Jul,44,2.0,-1,0,No,0
30,Services,Single,Secondary,Yes,0.0,No,Yes,Unknown,2,Jul,95,3.0,-1,0,No,0
45,Technician,Single,Secondary,No,52.0,No,Yes,Unknown,2,Jul,79,3.0,-1,0,No,0
45,Self-employed,Married,Primary,No,-584.0,Yes,Yes,Unknown,2,Jul,306,2.0,-1,0,No,0
50,Services,Married,Primary,No,-15.0,No,Yes,Unknown,2,Jul,71,1.0,-1,0,No,0
35,Retired,Single,Secondary,No,527.0,No,Yes,Unknown,2,Jul,348,3.0,-1,0,No,0
41,Services,Married,Secondary,No,0.0,Yes,No,Unknown,2,Jul,203,1.0,-1,0,No,0
37,Services,Single,Primary,No,0.0,No,Yes,Unknown,2,Jul,372,1.0,-1,0,No,0
38,Admin.,Married,Secondary,No,70.0,No,Yes,Unknown,2,Jul,199,1.0,-1,0,No,0
50,Management,Married,Tertiary,No,830.0,No,No,Unknown,2,Jul,60,2.0,-1,0,No,0
35,Technician,Single,Secondary,No,-51.0,No,No,Unknown,2,Jul,134,2.0,-1,0,No,0
44,Technician,Married,Secondary,No,1.0,No,Yes,Unknown,2,Jul,108,3.0,-1,0,No,0
34,Services,Married,Secondary,No,0.0,No,Yes,Unknown,2,Jul,193,4.0,-1,0,No,0
32,Blue-collar,Single,Secondary,No,-255.0,No,Yes,Unknown,2,Jul,957,3.0,-1,0,No,0
41,Entrepreneur,Married,Tertiary,No,-81.0,No,Yes,Unknown,2,Jul,83,3.0,-1,0,No,0
