age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,y,previously_contacted,season_quarter,has_housing,has_personal,debt_score,age_group,is_high_value,month
30,Management,Single,Tertiary,No,528.0,Yes,No,Unknown,8,145,4.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
32,Management,Single,Tertiary,No,394.0,Yes,No,Unknown,8,466,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Blue-collar,Married,Primary,No,856.0,Yes,No,Unknown,8,303,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
38,Blue-collar,Married,Secondary,No,468.0,Yes,No,Unknown,8,101,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
44,Blue-collar,Married,Secondary,No,138.0,Yes,No,Unknown,8,283,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
36,Blue-collar,Married,Secondary,No,406.0,Yes,No,Unknown,8,826,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
34,Admin.,Married,Tertiary,No,221.0,Yes,No,Unknown,8,185,4.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
40,Admin.,Married,Secondary,No,523.0,Yes,Yes,Unknown,8,598,3.0,-1,0,No,0,Q2,1,1,2,Middle Aged,1,May
41,Blue-collar,Married,Primary,No,-52.0,Yes,No,Unknown,8,120,5.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
56,Technician,Divorced,Secondary,No,397.0,Yes,No,Unknown,8,185,6.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
39,Blue-collar,Married,Primary,No,-432.0,Yes,No,Unknown,8,159,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
34,Blue-collar,Married,Primary,No,298.0,Yes,No,Unknown,8,220,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
41,Blue-collar,Single,Secondary,No,1080.0,Yes,Yes,Unknown,8,192,4.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
39,Management,Single,Tertiary,No,-85.0,Yes,No,Unknown,8,423,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
33,Admin.,Married,Secondary,No,3462.0,No,Yes,Unknown,8,337,4.0,-1,0,No,0,Q2,0,1,1,Middle Aged,0,May
52,Management,Divorced,Secondary,No,123.0,No,No,Unknown,8,306,2.0,-1,0,No,0,Q2,0,0,0,Senior,0,May
26,Management,Single,Tertiary,No,498.0,Yes,No,Unknown,8,99,3.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
54,Unemployed,Married,Secondary,No,23.0,Yes,No,Unknown,8,27,3.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
30,Technician,Married,Secondary,Yes,-315.0,Yes,No,Unknown,8,201,2.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
35,Management,Married,Tertiary,Yes,89.0,No,Yes,Unknown,8,166,3.0,-1,0,No,0,Q2,0,1,1,Middle Aged,0,May
47,Technician,Divorced,Secondary,No,699.0,Yes,No,Unknown,8,182,1.0,-1,0,No,0,Q2,1,0,1,Senior,1,May
53,Blue-collar,Divorced,Secondary,No,145.0,Yes,No,Unknown,8,193,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
29,Blue-collar,Single,Secondary,No,-138.0,Yes,Yes,Unknown,8,271,5.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
36,Technician,Married,Tertiary,No,491.0,Yes,No,Unknown,8,103,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
35,Management,Married,Tertiary,No,820.0,Yes,No,Unknown,8,287,4.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
43,Blue-collar,Married,Secondary,No,1376.0,Yes,No,Unknown,8,235,4.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
38,Blue-collar,Married,Primary,No,0.0,Yes,No,Unknown,8,732,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
39,Blue-collar,Married,Secondary,No,507.0,Yes,No,Unknown,8,136,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
58,Management,Married,Secondary,No,771.0,No,No,Unknown,8,126,3.0,-1,0,No,0,Q2,0,0,0,Senior,1,May
33,Services,Married,Secondary,No,310.0,Yes,No,Unknown,8,172,4.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
60,Blue-collar,Married,Primary,No,136.0,Yes,No,Unknown,8,43,2.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
45,Admin.,Married,Secondary,No,310.0,Yes,No,Unknown,8,191,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
39,Blue-collar,Married,Primary,No,813.0,Yes,No,Unknown,8,117,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
35,Management,Married,Tertiary,No,14.0,Yes,Yes,Unknown,8,64,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
41,Blue-collar,Married,Primary,No,-97.0,Yes,No,Unknown,8,260,5.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
40,Services,Married,Primary,No,332.0,Yes,No,Unknown,8,149,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
33,Services,Married,Secondary,No,3462.0,Yes,No,Unknown,8,207,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
32,Admin.,Divorced,Secondary,No,281.0,Yes,No,Unknown,8,231,4.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
44,Management,Married,Secondary,No,576.0,Yes,No,Unknown,8,128,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
34,Management,Single,Tertiary,No,1891.0,Yes,No,Unknown,9,162,5.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
29,Services,Single,Secondary,No,473.0,Yes,Yes,Unknown,9,180,2.0,-1,0,No,0,Q2,1,1,2,Young Adult,1,May
49,Blue-collar,Married,Primary,No,216.0,Yes,No,Unknown,9,144,2.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
31,Blue-collar,Married,Secondary,No,-13.0,Yes,No,Unknown,9,260,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
47,Admin.,Divorced,Secondary,No,162.0,Yes,No,Unknown,9,203,4.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
34,Blue-collar,Married,Primary,No,365.0,Yes,No,Unknown,9,85,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
32,Management,Single,Tertiary,No,264.0,Yes,No,Unknown,9,211,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
32,Admin.,Single,Tertiary,No,490.0,Yes,No,Unknown,9,94,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
56,Technician,Single,Primary,No,230.0,Yes,No,Unknown,9,122,4.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
28,Technician,Single,Secondary,No,-9.0,Yes,Yes,Unknown,9,175,5.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
35,Technician,Single,Secondary,No,317.0,Yes,No,Unknown,9,292,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
52,Self-employed,Single,Tertiary,No,458.0,Yes,Yes,Unknown,9,132,5.0,-1,0,No,0,Q2,1,1,2,Senior,0,May
35,Technician,Married,Secondary,No,19.0,Yes,No,Unknown,9,130,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
32,Blue-collar,Married,Secondary,No,536.0,Yes,No,Unknown,9,208,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
42,Management,Divorced,Secondary,No,117.0,Yes,No,Unknown,9,105,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
51,Blue-collar,Single,Primary,No,368.0,Yes,No,Unknown,9,205,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
47,Blue-collar,Married,Secondary,No,-98.0,Yes,No,Unknown,9,112,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
34,Services,Married,Secondary,No,627.0,Yes,No,Unknown,9,117,6.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
45,Admin.,Married,Secondary,No,180.0,Yes,No,Unknown,9,218,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Technician,Divorced,Secondary,No,26.0,Yes,No,Unknown,9,62,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
40,Blue-collar,Married,Primary,No,2171.0,Yes,No,Unknown,9,97,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
53,Entrepreneur,Married,Secondary,No,-118.0,Yes,No,Unknown,9,101,3.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
44,Technician,Single,Secondary,No,1059.0,Yes,No,Unknown,9,286,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
49,Blue-collar,Married,Primary,No,186.0,Yes,No,Unknown,9,241,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
47,Services,Married,Secondary,No,1306.0,Yes,No,Unknown,9,252,4.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
31,Blue-collar,Married,Primary,No,3007.0,Yes,No,Unknown,9,283,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
45,Admin.,Single,Secondary,No,-88.0,Yes,No,Unknown,9,131,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
30,Blue-collar,Married,Primary,No,265.0,Yes,Yes,Unknown,9,380,1.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
40,Blue-collar,Divorced,Primary,No,21.0,Yes,No,Unknown,9,584,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
27,Admin.,Single,Secondary,No,230.0,Yes,No,Unknown,9,371,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
28,Admin.,Married,Secondary,No,252.0,Yes,No,Unknown,9,448,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
28,Admin.,Single,Tertiary,No,422.0,Yes,No,Unknown,9,274,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
44,Blue-collar,Married,Secondary,No,85.0,Yes,No,Unknown,9,116,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
35,Management,Married,Tertiary,No,3462.0,Yes,No,Unknown,9,357,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
29,Blue-collar,Married,Secondary,No,0.0,No,No,Unknown,9,215,1.0,-1,0,No,0,Q2,0,0,0,Young Adult,0,May
33,Blue-collar,Divorced,Primary,No,60.0,No,No,Unknown,9,131,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,0,May
32,Blue-collar,Married,Secondary,No,687.0,Yes,No,Unknown,9,61,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
35,Blue-collar,Single,Secondary,No,40.0,Yes,No,Unknown,9,617,4.0,-1,0,Yes,0,Q2,1,0,1,Middle Aged,0,May
31,Technician,Single,Tertiary,No,22.0,Yes,No,Unknown,9,483,3.0,-1,0,Yes,0,Q2,1,0,1,Middle Aged,0,May
36,Technician,Single,Secondary,No,-333.0,Yes,Yes,Unknown,9,847,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
41,Technician,Married,Secondary,No,483.0,Yes,No,Unknown,9,319,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
35,Blue-collar,Married,Secondary,No,503.0,Yes,Yes,Unknown,9,57,2.0,-1,0,No,0,Q2,1,1,2,Middle Aged,1,May
40,Blue-collar,Married,Secondary,No,1245.0,Yes,No,Unknown,9,306,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
42,Blue-collar,Married,Secondary,No,117.0,Yes,No,Unknown,9,147,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
34,Technician,Single,Tertiary,Yes,33.0,Yes,Yes,Unknown,9,244,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
41,Technician,Single,Secondary,No,-320.0,Yes,No,Unknown,9,128,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
43,Blue-collar,Divorced,Primary,No,49.0,Yes,No,Unknown,9,100,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
37,Management,Married,Tertiary,No,0.0,Yes,No,Unknown,9,59,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
26,Blue-collar,Single,Secondary,No,100.0,Yes,No,Unknown,9,24,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
32,Housemaid,Married,Primary,No,344.0,Yes,No,Unknown,9,85,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
51,Blue-collar,Married,Secondary,No,-286.0,Yes,No,Unknown,9,70,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
38,Blue-collar,Single,Secondary,No,57.0,Yes,No,Unknown,9,21,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
51,Unemployed,Divorced,Secondary,No,370.0,No,No,Unknown,9,167,1.0,-1,0,No,0,Q2,0,0,0,Senior,0,May
49,Services,Divorced,Secondary,No,470.0,Yes,No,Unknown,9,659,2.0,-1,0,No,0,Q2,1,0,1,Senior,1,May
31,Housemaid,Married,Secondary,No,0.0,Yes,No,Unknown,9,327,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
33,Blue-collar,Married,Primary,No,767.0,Yes,No,Unknown,9,296,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
30,Admin.,Single,Secondary,Yes,1.0,No,No,Unknown,9,307,1.0,-1,0,No,0,Q2,0,0,0,Young Adult,0,May
33,Technician,Married,Secondary,No,0.0,No,No,Unknown,9,120,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,0,May
41,Unemployed,Married,Secondary,No,121.0,Yes,No,Unknown,9,390,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
37,Blue-collar,Married,Secondary,No,190.0,Yes,No,Unknown,9,83,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
33,Blue-collar,Married,Primary,No,120.0,Yes,No,Unknown,9,250,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
32,Services,Married,Secondary,No,2068.0,Yes,Yes,Unknown,9,143,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,1,May
46,Technician,Married,Secondary,No,332.0,Yes,No,Unknown,9,772,1.0,-1,0,Yes,0,Q2,1,0,1,Senior,0,May
34,Management,Single,Tertiary,No,-322.0,No,No,Unknown,9,198,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,0,May
32,Blue-collar,Married,Primary,No,274.0,Yes,No,Unknown,9,21,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
43,Blue-collar,Single,Secondary,No,3.0,Yes,No,Unknown,9,929,3.0,-1,0,Yes,0,Q2,1,0,1,Middle Aged,0,May
28,Blue-collar,Married,Secondary,No,6.0,Yes,No,Unknown,9,254,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
46,Technician,Divorced,Tertiary,No,288.0,Yes,No,Unknown,9,166,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
52,Services,Divorced,Primary,No,146.0,Yes,No,Unknown,9,93,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
34,Blue-collar,Married,Secondary,No,286.0,Yes,No,Unknown,9,134,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
27,Technician,Divorced,Secondary,No,114.0,Yes,Yes,Unknown,9,375,2.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
32,Technician,Single,Tertiary,No,190.0,Yes,Yes,Unknown,9,352,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
37,Blue-collar,Single,Secondary,No,111.0,Yes,No,Unknown,9,217,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
29,Management,Married,Tertiary,No,246.0,Yes,No,Unknown,9,45,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
40,Housemaid,Divorced,Secondary,No,108.0,No,No,Unknown,9,93,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,0,May
47,Technician,Married,Primary,No,187.0,Yes,No,Unknown,9,165,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
34,Blue-collar,Married,Secondary,No,457.0,Yes,No,Unknown,9,266,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
25,Admin.,Single,Secondary,No,131.0,Yes,Yes,Unknown,9,237,1.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
30,Management,Married,Tertiary,No,1825.0,Yes,No,Unknown,9,164,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
31,Admin.,Married,Secondary,No,307.0,Yes,No,Unknown,9,538,1.0,-1,0,Yes,0,Q2,1,0,1,Middle Aged,0,May
35,Blue-collar,Married,Secondary,Yes,-198.0,Yes,No,Unknown,9,72,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
32,Blue-collar,Divorced,Secondary,No,739.0,Yes,No,Unknown,9,171,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
28,Blue-collar,Single,Secondary,No,759.0,Yes,No,Unknown,9,710,1.0,-1,0,Yes,0,Q2,1,0,1,Young Adult,1,May
27,Services,Single,Secondary,No,777.0,Yes,No,Unknown,9,131,3.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
37,Blue-collar,Married,Primary,No,378.0,Yes,No,Unknown,9,514,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
35,Blue-collar,Single,Primary,No,337.0,Yes,No,Unknown,9,127,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
34,Blue-collar,Married,Primary,No,-78.0,Yes,No,Unknown,9,198,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Admin.,Married,Secondary,No,355.0,Yes,No,Unknown,9,239,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
36,Management,Divorced,Tertiary,No,133.0,Yes,No,Unknown,9,117,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
38,Technician,Married,Secondary,No,32.0,Yes,No,Unknown,9,705,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
25,Services,Married,Secondary,No,55.0,Yes,Yes,Unknown,9,155,1.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
51,Management,Single,Tertiary,No,417.0,Yes,No,Unknown,9,18,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
26,Blue-collar,Single,Secondary,No,153.0,Yes,No,Unknown,9,386,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
40,Retired,Married,Tertiary,No,794.0,No,No,Unknown,9,138,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,1,May
26,Services,Single,Secondary,No,187.0,Yes,No,Unknown,9,341,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
36,Services,Married,Secondary,No,335.0,Yes,No,Unknown,9,339,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
59,Blue-collar,Married,Secondary,No,1407.0,Yes,No,Unknown,9,232,1.0,-1,0,No,0,Q2,1,0,1,Senior,1,May
26,Blue-collar,Single,Secondary,No,-116.0,Yes,Yes,Unknown,9,208,1.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
49,Self-employed,Married,Tertiary,No,1842.0,Yes,No,Unknown,9,124,2.0,-1,0,No,0,Q2,1,0,1,Senior,1,May
33,Blue-collar,Married,Primary,No,329.0,Yes,No,Unknown,9,44,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Blue-collar,Married,Secondary,No,428.0,Yes,No,Unknown,9,75,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
59,Management,Single,Secondary,No,181.0,Yes,No,Unknown,9,485,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
38,Entrepreneur,Married,Secondary,No,2139.0,Yes,No,Unknown,9,576,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
37,Services,Single,Secondary,No,253.0,Yes,Yes,Unknown,9,280,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
31,Unemployed,Single,Tertiary,No,133.0,Yes,No,Unknown,9,480,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
54,Retired,Married,Secondary,No,785.0,Yes,No,Unknown,9,86,2.0,-1,0,No,0,Q2,1,0,1,Senior,1,May
41,Blue-collar,Married,Primary,No,-45.0,Yes,Yes,Unknown,9,121,4.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
44,Management,Married,Tertiary,No,223.0,Yes,No,Unknown,9,93,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
28,Admin.,Single,Secondary,No,2831.0,Yes,No,Unknown,9,211,3.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
22,Student,Single,Secondary,No,2412.0,Yes,No,Unknown,9,238,2.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
31,Blue-collar,Married,Primary,No,11.0,Yes,No,Unknown,9,399,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
36,Services,Married,Secondary,No,211.0,Yes,No,Unknown,9,93,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
37,Admin.,Divorced,Secondary,No,34.0,Yes,No,Unknown,9,144,3.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
54,Admin.,Married,Secondary,No,222.0,Yes,No,Unknown,9,45,2.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
28,Management,Single,Tertiary,No,3285.0,Yes,No,Unknown,9,98,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
42,Blue-collar,Married,Primary,No,-67.0,Yes,No,Unknown,9,128,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
35,Technician,Single,Tertiary,No,670.0,Yes,No,Unknown,9,106,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
29,Admin.,Married,Secondary,No,0.0,Yes,No,Unknown,9,121,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
59,Blue-collar,Single,Primary,No,96.0,Yes,No,Unknown,9,123,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
46,Blue-collar,Married,Secondary,No,-3.0,Yes,No,Unknown,9,92,2.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
32,Self-employed,Single,Secondary,No,123.0,Yes,No,Unknown,9,278,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
43,Management,Divorced,Tertiary,No,443.0,Yes,No,Unknown,9,219,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
41,Blue-collar,Married,Primary,No,406.0,Yes,No,Unknown,9,2462,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Admin.,Married,Secondary,No,535.0,No,No,Unknown,9,249,3.0,-1,0,No,0,Q2,0,0,0,Middle Aged,1,May
26,Services,Single,Secondary,No,302.0,Yes,No,Unknown,9,210,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
29,Blue-collar,Married,Primary,Yes,-43.0,Yes,No,Unknown,9,484,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
31,Services,Married,Secondary,No,-346.0,No,No,Unknown,9,187,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,0,May
37,Blue-collar,Divorced,Secondary,No,-271.0,Yes,No,Unknown,9,172,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
35,Technician,Married,Secondary,No,55.0,Yes,No,Unknown,9,79,4.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Technician,Single,Tertiary,No,375.0,Yes,No,Unknown,9,207,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
30,Blue-collar,Married,Secondary,No,-2.0,Yes,No,Unknown,9,136,2.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
29,Blue-collar,Single,Primary,No,-680.0,Yes,No,Unknown,9,117,2.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
29,Admin.,Divorced,Secondary,No,0.0,No,No,Unknown,9,393,1.0,-1,0,No,0,Q2,0,0,0,Young Adult,0,May
39,Blue-collar,Single,Secondary,No,217.0,Yes,No,Unknown,9,107,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
31,Blue-collar,Single,Secondary,No,160.0,Yes,No,Unknown,9,25,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
27,Management,Single,Tertiary,No,118.0,Yes,No,Unknown,9,132,3.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
22,Admin.,Single,Secondary,No,-1.0,Yes,No,Unknown,9,136,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
31,Management,Single,Secondary,No,453.0,Yes,No,Unknown,9,384,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
39,Blue-collar,Single,Secondary,No,169.0,Yes,No,Unknown,9,38,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
25,Admin.,Single,Secondary,No,787.0,Yes,No,Unknown,9,164,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
27,Self-employed,Single,Secondary,No,78.0,Yes,No,Unknown,9,825,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
28,Technician,Single,Tertiary,No,2269.0,Yes,No,Unknown,9,331,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,1,May
31,Unemployed,Married,Primary,No,213.0,Yes,No,Unknown,9,479,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
46,Technician,Divorced,Secondary,No,164.0,Yes,No,Unknown,9,229,2.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
37,Blue-collar,Married,Secondary,No,934.0,No,No,Unknown,9,258,2.0,-1,0,No,0,Q2,0,0,0,Middle Aged,1,May
27,Services,Single,Secondary,No,4.0,Yes,Yes,Unknown,9,490,1.0,-1,0,No,0,Q2,1,1,2,Young Adult,0,May
34,Unemployed,Divorced,Secondary,No,354.0,Yes,No,Unknown,9,308,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,0,May
30,Technician,Single,Secondary,No,23.0,Yes,No,Unknown,9,137,1.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
23,Student,Single,Secondary,No,318.0,Yes,No,Unknown,9,545,2.0,-1,0,No,0,Q2,1,0,1,Young Adult,0,May
33,Technician,Divorced,Secondary,Yes,-305.0,No,Yes,Unknown,9,109,1.0,-1,0,No,0,Q2,0,1,1,Middle Aged,0,May
43,Admin.,Married,Secondary,No,616.0,Yes,No,Unknown,9,168,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
50,Blue-collar,Married,Primary,No,2590.0,Yes,No,Unknown,9,257,6.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
31,Technician,Married,Secondary,No,1868.0,Yes,No,Unknown,9,213,2.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
32,Blue-collar,Single,Secondary,No,-578.0,No,No,Unknown,9,115,1.0,-1,0,No,0,Q2,0,0,0,Middle Aged,0,May
32,Admin.,Single,Secondary,No,-227.0,Yes,Yes,Unknown,9,646,1.0,-1,0,No,0,Q2,1,1,2,Middle Aged,0,May
37,Technician,Divorced,Secondary,No,1981.0,Yes,No,Unknown,9,106,1.0,-1,0,No,0,Q2,1,0,1,Middle Aged,1,May
60,Management,Divorced,Secondary,No,404.0,Yes,No,Unknown,9,95,2.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
47,Blue-collar,Divorced,Secondary,No,65.0,Yes,No,Unknown,9,205,1.0,-1,0,No,0,Q2,1,0,1,Senior,0,May
32,Blue-collar,Married,Secondary,Yes,-1.0,Yes,No,Unknown,9,653,1.0,-1,0,Yes,0,Q2,1,0,1,Middle Aged,0,May
